titulo,sinopse
Podres de Ricos,"Rachel Chu (Constance Wu) é uma professora de economia nos EUA e namora com Nick Young (Henry Golding) há algum tempo. Quando Nick convida Rachel para ir no casamento do melhor amigo, em Singapura, ele esquece de avisar à namorada que, como herdeiro de uma fortuna, ele é um dos solteiros mais cobiçados do local, colocando Rachel na mira de outras candidatas e da mãe de Nick, que desaprova o namoro."
Fúria em Alto Mar,"Dono de métodos próprios nada convencionais, o Comandante Joe Glass (Gerard Butler) é o responsável por liderar uma delicada missão pelas perigosas águas do Mar de Barents à bordo do submarino USS Arkansas. O objetivo da tarefa é monitorar a atividade militar russa na região após outro submarino americano desaparecer naqueles mares. Enquanto isso, a situação política na região se acirra ao ponto de Glass ter de tomar decisões cruciais para impedir que se deflagre um conflito de escala continental entre as duas potências."
Halloween,"Quatro década depois de ter escapado do ataque de Michael Myers em uma noite de Halloween, Laurie Strode (Jamie Lee Curtis) terá que confrontar o assassino mascarado pela última vez. Ela foi perseguida pela memória de ter sua vida por um triz, mas dessa vez, quando Myers retorna para a cidade de Haddonfield, ela está preparada."
Amigos Alienígenas,"A vida de Louis, um menino de doze anos, muda completamente quando a nave espacial de três alienígenas cai nos fundos do quintal de sua casa. Seu pai, um ufologista famoso, congelaria os novos amigos na primeira oportunidade, por isso ele precisa protegê-los e ajudá-los a descobrir o paradeiro da nave mãe, para que só assim eles consigam voltar para casa."
A Cabeça de Gumercindo Saraiva,"No fim do século XIX, a Revolução Federalista marcou o sul do Brasil. Na época, o caudilho revolucionário Gumercindo Saraiva foi assassinado pelos legalistas. O filho dele, Francisco Saraiva, parte com cinco cavaleiros para resgatar a cabeça do pai, cortada pelo Major Ramiro de Oliveira."
Meu Anjo,"Marlène (Marion Cotillard) tem uma filha de oito anos a quem não dispensa muita atenção, mais interessada em bebedeiras, festas e homens. Certa noite ela vai a uma celebração numa boate acompanhada da menina, mas a manda sozinha para casa, permanecendo com um novo pretendente. Os dias passam e Marlène não vai ao reencontro da menina, deixando-a entregue à sua própria sorte e sem qualquer notícia da mãe."
Tamara,"Teo (Luis Fernández) vive com a imagem masculina de um advogado bem-sucedido, casado e com dois filhos. Há anos, carrega um segredo: o desejo de assumir a sua identidade feminina. Decidido a seguir seu coração apesar de todas as dificuldades que irá enfrentar, ele começa a realizar sua transição de gênero para se tornar Tamara por completo."
Bohemian Rhapsody,"Freddie Mercury (Rami Malek) e seus companheiros Brian May (Gwilyn Lee), Roger Taylor (Ben Hardy) e John Deacon (Joseph Mazzello) mudam o mundo da música para sempre ao formar a banda Queen, durante a década de 1970. Porém, quando o estilo de vida extravagante de Mercury começa a sair do controle, a banda tem que enfrentar o desafio de conciliar a fama e o sucesso com suas vidas pessoais cada vez mais complicadas."
A Casa que Jack Construiu,"Um dia, durante um encontro fortuito na estrada, o arquiteto Jack (Matt Dillon) mata uma mulher. Este evento provoca um prazer inesperado no personagem, que passa a assassinar dezenas de pessoas ao longo de doze anos. Devido ao descaso das autoridades e à indiferença dos habitantes locais, o criminoso não encontra dificuldade em planejar seus crimes, executá-los ao olhar de todos e guardar os cadáveres num grande frigorífico. Tempos mais tarde, ele compartilha os seus casos mais marcantes com o sábio Virgílio (Bruno Ganz) numa jornada rumo ao inferno."
O Quebra-Nozes e os Quatro Reinos,"Clara (Mackenzie Foy), jovem esperta e independente, perde a única chave mágica capaz de abrir um presente de valor incalculável dado por seu padrinho (Morgan Freeman). Safa na solução de problemas, ela decide então iniciar uma jornada de resgate que a leva pelo Reino dos Doces, o Reino das Neves, o Reino das Flores e o sinistro Quarto Reino."
O Doutrinador,"Um vigilante mascarado surge para atacar a impunidade que permite que políticos e donos de empreiteiras enriqueçam às custas da miséria e do trabalho da população brasileira. A história do homem por trás do disfarce de ""Doutrinador"" envolve uma jornada pessoal de vingança na qual um agente traumatizado decide fazer justiça com as próprias mãos."
Johnny English 3.0,"Em sua nova aventura, Johnny English (Rowan Atkinson) é a última salvação do serviço secreto quando um ataque cibernético revela as identidades de todos os agentes do país. Tirado de sua aposentadoria, ele volta à ativa com a missão de achar o hacker por trás do ataque. Com poucas habilidades e métodos analógicos, Johnny English precisa superar os desafios do mundo tecnológico para fazer da missão um sucesso."
"My Name is Now, Elza Soares","Elza Soares dispensa maiores apresentações. Diva da música nacional, dona de grande trajetória, ela conquistou não só os palcos brasileiros, como do mundo inteiro."
Operação Overlord,"Uma tropa de paraquedistas americanos é lançada atrás das linhas inimigas para uma missão crucial. Mas, quando se aproximam do alvo, percebem que não é só uma simples operação militar e tem mais coisas acontecendo no lugar, que está ocupado por nazistas."
Millennium: A Garota na Teia de Aranha,"Estocolmo, Suécia. Graças às matérias escritas por Mikael Blomkvist (Sverrir Gudnason) para a revista Millennium, Lisbeth Salander (Claire Foy) ficou conhecida como uma espécie de anti-heroína, que ataca homens que agridem mulheres. Apesar da fama repentina, ela se mantém distante da mídia em geral e levando uma vida às escondidas. Um dia, Lisbeth é contratada por Balder (Stephen Merchant) para recuperar um programa de computador chamado Firefall, que dá ao usuário acesso a um imenso arsenal bélico. Balder criou o programa para o governo dos Estados Unidos, mas agora deseja deletá-lo por considerá-lo perigoso demais. Lisbeth aceita a tarefa e consegue roubá-lo da Agência de Segurança Nacional, mas não esperava que um outro grupo, os Aranhas, também estivesse interessado nele."
O Grinch,"O Grinch é um ser verde que não suporta o Natal e, todo ano, precisa aturar que os habitantes da cidade vizinha de Quemlândia comemorem a data. Decidido a acabar com a festa, ele resolve invadir os lares dos vizinhos e roubar tudo o que está relacionado ao Natal."
Todas as Canções de Amor,"Chico (Bruno Gagliasso) e Ana (Marina Ruy Barbosa) se mudam para um novo apartamento em São Paulo. Enquando arrumam as coisas, ela acha um fita K7 e decide escutar. Trata-se de uma mixtape que Clarisse (Luiza Mariani) fez 20 anos antes para seu marido, Daniel (Julio Andrade). Os dois casais, apesar de distanciados pelo tempo, têm muito em comum."
Chacrinha - O Velho Guerreiro,"A história de José Abelardo Barbosa (Stepan Nercessian) desde a época de sua juventude, quando decide largar a faculdade de Medicina para se aventurar como locutor em uma rádio. Após começar a fazer barulho no rádio, ele é convidado a se aventurar na televisão e revoluciona os programas de auditório, apresentando vários nomes importantes da música brasileira."
A Prece,"Thomas (Anthony Bajon) é viciado em drogas. Para dar um fim à esse hábito, ele decide participar de uma comunidade de ex-usuários que vivem isolados nas montanhas e usam a oração como uma forma de se curarem. Inicialmente relutante, Thomas aos poucos aceita se submeter a uma vida espartana de disciplina, abstinência, trabalho árduo e orações frequentes. Ele descobre a fé, mas também o amor, e um novo tipo de tormento."
A Garota na Névoa,"Em uma aldeia alpina no norte da Itália, o Detetive Vogel (Toni Servillo) é chamado para investigar o misterioso caso do desaparecimento de Anna Lou, uma menina de 15 anos de família religiosa. Seria esse desaparecimento repentino um caso de rebeldia adolescente, ou existe um terrível criminoso escondido entre uma comunidade aparentemente tão pacífica? Com métodos questionáveis e em meio a uma intensa cobertura da mídia, Vogel se põe a tentar descobrir e ninguém está livre de suspeitas."
Museu,"Na manhã do Natal de 1985, os estudantes Juan Núñez (Gael García Bernal) e Benjamín Wilson (Leonardo Ortizgris) invadem o Museu Nacional de Antropologia na Cidade do México para roubar 140 peças pré-hispânicas de suas vitrines, como a máscara do Rei Pakal. Ao perceberem a gravidade de suas ações, decidem fugir. Enquanto isso, a polícia não suspeita que os autores do crime poderiam ser jovens inexperientes que vivem nos subúrbios da classe média."
Blitz,"Depois de ter sido acusado do assassinato de uma jovem durante uma Blitz em uma escola, a vida do Cabo Rosinha (Rui Ricardo Dias) começa a desmoronar completamente. Enquanto habitantes da cidade onde mora se revoltam contra ele, sua esposa corre contra o tempo para descobrir o que realmente aconteceu antes que a situação traga consequências fatais."
Onde a Moeda Cai em Pé: A História do São Paulo Futebol Clube,"Com três mundiais e seis títulos do Campeonato Brasileiro conquistados desde sua fundação, em 1930, o São Paulo Futebol Clube permanece como um dos times mais icônicos do país. Depoimentos de torcedores, ex-jogadores e historiadores revelam pontos fundamentais da trajetória do clube, perpassando por seus triunfos e derrotas; e evocam o sentimento do que é ser são-paulino, de diferentes perspectivas.  "
A Tecnologia Social,"Náthalie Siqueira é uma jovem designer brasileira responsável por criar o protótipo de um aplicativo focado na educação sexual e a prevenção de doenças sexualmente transmissíveis para jovens e adolescentes. A narrativa acompanha sua jornada à África do Sul, onde ela conhece Saidy Brown, uma jovem que ficou conhecida mundialmente por publicar no Twitter seu status de soropositivo, e visita a ONG de Mandisa Dlamini, um órgão responsável por cuidar de crianças e adolescentes em situação de risco e preservar a memória da mãe de Dlamini, que foi assassinada em 1990 por ser HIV positivo."
Moacir - O Santista que Conquistou os Argentinos,"Após viver por vários anos em um hospital psiquiátrico, o brasileiro Moacir dos Santos sonha em fazer seu próprio filme. Para tanto ele se une ao diretor argentino Tomás Lipgot, no intuito de revelar suas fantasias e medos."
Animais Fantásticos: Os Crimes de Grindelwald,"Newt Scamander (Eddie Redmayne) reencontra os queridos amigos Tina Goldstein (Katherine Waterston), Queenie Goldstein (Alison Sudol) e Jacob Kowalski (Dan Fogler). Ele é recrutado pelo seu antigo professor em Hogwarts, Alvo Dumbledore (Jude Law), para enfrentar o terrível bruxo das trevas Gellert Grindelwald (Johnny Depp), que escapou da custódia da MACUSA (Congresso Mágico dos EUA) e reúne seguidores, dividindo o mundo entre seres de magos sangue puro e seres não-mágicos."
Entrevista com Deus,"Paul (Brenton Thwaites) é um jornalista ambicioso em busca de sucesso profissional através de alguma grande matéria. Depois de uma extensa procura, ele topa de frente com um homem que pode lhe dar a melhor entrevista de vida: ele diz ser Deus e promete responder a qualquer pergunta de Paul em uma conversa única."
